,Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
3424,Hyundai,Santa fe,Gulf Arabic,Red,Semi Full,3.3,Gas,Automatic,138675,Qassim,60000,5
3425,Chevrolet,Blazer,Saudi,Another Color,Full,2.3,Gas,Automatic,220000,Jeddah,18000,13
3426,Ford,Expedition,Saudi,Grey,Standard,5.4,Gas,Automatic,350000,Jeddah,30000,9
3433,Mercedes,E,Other,Navy,Full,3.5,Gas,Automatic,243000,Dammam,25000,13
3434,Jaguar,F-Pace,Saudi,Blue,Full,2.0,Gas,Automatic,27000,Riyadh,185000,2
3437,Toyota,Hilux,Gulf Arabic,White,Full,1.6,Gas,Manual,120,Qurayyat,60000,5
3440,Lexus,RX,Saudi,Another Color,Full,3.5,Gas,Automatic,49000,Jeddah,123000,6
3441,Ford,Taurus,Saudi,Black,Standard,2.0,Gas,Automatic,26000,Jeddah,84000,2
3442,Hyundai,Tucson,Saudi,Red,Semi Full,2.0,Gas,Automatic,21000,Jeddah,75000,2
3443,Hyundai,Tucson,Saudi,Grey,Standard,2.0,Gas,Automatic,96000,Jeddah,64000,3
3444,Hyundai,Elantra,Saudi,Another Color,Full,2.0,Gas,Automatic,44000,Jeddah,61000,1
3445,Kia,Sportage,Saudi,Another Color,Standard,1.6,Gas,Automatic,61000,Jeddah,59000,2
3446,Hyundai,Tucson,Saudi,Navy,Standard,2.0,Gas,Automatic,124000,Jeddah,58500,4
3447,Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,106000,Jeddah,56000,2
3448,Toyota,Camry,Saudi,Blue,Full,2.5,Gas,Automatic,164000,Jeddah,51000,5
3449,Hyundai,Elantra,Saudi,White,Standard,1.6,Gas,Automatic,119000,Jeddah,48000,2
3450,Hyundai,Sonata,Saudi,Grey,Standard,2.4,Gas,Automatic,173000,Jeddah,44000,4
3451,Toyota,Corolla,Saudi,Another Color,Standard,1.6,Gas,Automatic,138000,Jeddah,43000,3
3452,Kia,Optima,Saudi,White,Semi Full,2.5,Gas,Automatic,116000,Jeddah,42000,4
3453,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,44000,Jeddah,39000,2
3454,Hyundai,Elantra,Saudi,White,Standard,2.0,Gas,Automatic,137000,Jeddah,39000,4
3455,Hyundai,Accent,Saudi,Black,Full,1.6,Gas,Automatic,130000,Jeddah,38500,3
3456,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,55000,Jeddah,37000,2
3457,Hyundai,Elantra,Saudi,White,Standard,2.0,Gas,Automatic,145000,Jeddah,37000,4
3458,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,72000,Jeddah,36500,2
3459,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,92000,Jeddah,36000,2
3460,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,79000,Jeddah,36000,3
3461,Kia,Rio,Saudi,White,Standard,1.4,Gas,Automatic,85000,Jeddah,35500,2
3462,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,80000,Jeddah,35500,2
3463,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,86000,Jeddah,35500,2
3464,Kia,Rio,Saudi,White,Standard,1.4,Gas,Automatic,79000,Jeddah,31000,2
3465,Hyundai,Accent,Saudi,Grey,Full,1.6,Gas,Automatic,140000,Jeddah,30000,4
3466,Daihatsu,Gran Max,Saudi,White,Standard,1.5,Gas,Automatic,53000,Jeddah,30000,6
3467,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,187000,Jeddah,29000,3
3468,Nissan,Sunny,Saudi,Silver,Standard,1.5,Gas,Automatic,92000,Jeddah,28500,2
3469,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,135000,Jeddah,27500,4
3470,Nissan,Sunny,Saudi,Another Color,Standard,1.5,Gas,Automatic,106000,Jeddah,24500,3
3471,Mitsubishi,Attrage,Saudi,Silver,Standard,1.2,Gas,Automatic,159000,Jeddah,22000,3
3472,Kia,Sportage,Other,Silver,Full,1.6,Diesel,Automatic,53312,Qassim,61000,4
3473,Toyota,Land Cruiser 70,Saudi,Another Color,Semi Full,4.0,Gas,Manual,70000,Dammam,69000,7
3477,Nissan,Sunny,Saudi,Silver,Standard,1.5,Gas,Automatic,8500,Riyadh,33000,1
3478,Hyundai,Azera,Saudi,White,Standard,3.0,Gas,Automatic,147000,Riyadh,75000,3
3481,Ford,Echo Sport,Gulf Arabic,Silver,Standard,1.5,Gas,Automatic,2819,Dammam,59000,1
3484,Hyundai,Sonata,Saudi,Silver,Semi Full,2.4,Gas,Automatic,55000,Riyadh,57000,3
3485,GMC,Yukon,Saudi,Black,Semi Full,5.3,Gas,Automatic,289000,Dammam,55000,8
3486,Toyota,Camry,Saudi,Bronze,Standard,2.5,Gas,Automatic,179000,Dammam,76000,3
3490,Ford,Victoria,Saudi,White,Semi Full,5.0,Gas,Automatic,318000,Dammam,35000,9
3492,Toyota,Camry,Saudi,Grey,Semi Full,2.5,Gas,Automatic,240000,Dammam,30000,11
3493,Volkswagen,Passat,Saudi,Blue,Standard,2.5,Gas,Automatic,160000,Jeddah,35000,8
3494,Renault,Fluence,Saudi,White,Semi Full,1.6,Gas,Automatic,132000,Riyadh,23000,6
3496,Mercedes,E,Other,White,Standard,2.0,Diesel,Automatic,28000,Riyadh,185000,2
3499,Chrysler,C300,Saudi,Black,Full,5.7,Gas,Automatic,34000,Riyadh,80000,3
3500,Hyundai,Sonata,Other,Black,Full,2.0,Diesel,Automatic,86234,Qassim,60000,5
3504,Kia,Optima,Saudi,Black,Standard,2.0,Gas,Automatic,72000,Jeddah,43000,6
3505,Kia,Picanto,Saudi,Grey,Standard,1.0,Gas,Automatic,142000,Al-Medina,18500,6
3507,Peugeot,Boxer,Saudi,White,Standard,2.8,Diesel,Manual,195000,Riyadh,52000,5
3509,Kia,Sorento,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,51000,Qassim,62000,5
3515,Kia,Cadenza,Gulf Arabic,White,Full,3.3,Gas,Automatic,334624,Makkah,27500,10
3519,Kia,Carnival,Saudi,Black,Full,3.3,Gas,Automatic,120000,Riyadh,70000,5
3520,Kia,Sportage,Other,Brown,Semi Full,1.7,Diesel,Automatic,90000,Qassim,59000,5
3522,Lexus,IS,Other,White,Full,3.5,Gas,Automatic,96000,Dammam,108000,5
3523,HAVAL,H6,Saudi,Blue,Full,1.5,Gas,Automatic,9000,Riyadh,70000,1
3525,GMC,Suburban,Saudi,Bronze,Full,5.3,Gas,Automatic,240000,Riyadh,110000,5
3526,Chevrolet,Tahoe,Saudi,Grey,Standard,5.3,Gas,Automatic,90000,Dammam,128000,3
3527,Toyota,Rush,Saudi,Another Color,Full,1.5,Gas,Automatic,40000,Jeddah,57000,2
3531,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,217000,Riyadh,37000,7
3533,Toyota,Camry,Saudi,Silver,Standard,2.5,Gas,Automatic,303000,Dammam,46000,4
3534,Kia,Cadenza,Saudi,Black,Full,3.3,Gas,Automatic,88000,Riyadh,83000,4
3535,Honda,Accord,Gulf Arabic,White,Standard,1.5,Gas,Automatic,28000,Qassim,88000,2
3536,Hyundai,Sonata,Saudi,Black,Semi Full,2.4,Gas,Automatic,226000,Riyadh,41000,4
3537,GMC,Yukon,Saudi,Black,Standard,4.0,Gas,Automatic,107,Riyadh,125000,4
3538,Honda,City,Saudi,White,Standard,1.5,Gas,Automatic,92000,Dammam,28000,4
3539,Hyundai,Accent,Saudi,Grey,Standard,1.6,Gas,Automatic,114000,Qassim,37000,3
3540,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,71000,Dammam,27500,4
3542,Toyota,Camry,Gulf Arabic,White,Full,2.5,Gas,Automatic,61811,Qassim,68000,4
3543,Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,25000,Dammam,110000,1
3544,Hyundai,Accent,Saudi,Blue,Standard,1.4,Gas,Automatic,7000,Dammam,42500,2
3546,Audi,A8,Saudi,Brown,Full,5.0,Gas,Automatic,85000,Makkah,180000,6
3547,Chevrolet,Tahoe,Saudi,White,Full,5.3,Gas,Automatic,35000,Tabouk,35000,14
3548,Mazda,3,Gulf Arabic,Navy,Semi Full,1.6,Gas,Automatic,70000,Jeddah,46000,3
3549,Lexus,ES,Saudi,Brown,Semi Full,3.5,Gas,Automatic,246398,Riyadh,85000,6
3551,Hyundai,H1,Saudi,White,Standard,2.7,Gas,Automatic,144000,Riyadh,50000,6
3552,Nissan,VTC,Saudi,Brown,Standard,4.0,Gas,Automatic,317109,Riyadh,35000,15
3553,Fiat,Doblo,Saudi,White,Standard,1.4,Gas,Manual,28400,Riyadh,20000,5
3558,MG,RX8,Saudi,White,Full,2.0,Gas,Automatic,4000,Aseer,105000,0
3559,GMC,Yukon,Saudi,Black,Semi Full,4.5,Gas,Automatic,115000,Jazan,80000,11
3560,Chevrolet,Aveo,Other,Silver,Semi Full,1.6,Gas,Automatic,118000,Riyadh,20000,4
3561,Ford,Explorer,Other,Another Color,Standard,6.6,Gas,Automatic,190000,Jeddah,20000,11
3567,Toyota,Land Cruiser,Gulf Arabic,Blue,Full,4.5,Gas,Automatic,285,Al-Baha,65000,15
3569,Kia,Cerato,Saudi,White,Semi Full,1.6,Gas,Automatic,159,Jeddah,33000,5
3570,GMC,Sierra,Saudi,Black,Full,5.3,Gas,Automatic,112000,Aseer,77000,6
3572,Lexus,RX,Saudi,Black,Semi Full,3.5,Gas,Automatic,71000,Riyadh,130000,4
3573,Toyota,Land Cruiser,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,270000,Riyadh,86000,7
3576,Peugeot,5008,Saudi,Bronze,Semi Full,1.6,Gas,Automatic,34000,Riyadh,85000,3
3577,Nissan,Armada,Saudi,Black,Standard,5.6,Gas,Automatic,240000,Riyadh,30000,14
3579,Genesis,G80,Saudi,Blue,Standard,3.8,Gas,Automatic,140000,Makkah,84000,5
3580,Hyundai,Santa fe,Other,Navy,Semi Full,3.3,Diesel,Automatic,50100,Riyadh,69000,5
3584,Changan,CS95,Saudi,Black,Semi Full,2.0,Gas,Automatic,45000,Hafar Al-Batin,88000,1
3588,Toyota,Prado,Gulf Arabic,Golden,Semi Full,4.0,Gas,Automatic,270000,Riyadh,80000,8
3591,Dodge,Durango,Other,Blue,Semi Full,6.0,Gas,Automatic,315,Riyadh,20000,9
3592,Toyota,Land Cruiser,Other,White,Full,4.5,Gas,Manual,160000,Jazan,125000,14
3593,Mercedes,E,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,250000,Jeddah,105000,3
3594,Chevrolet,Tahoe,Saudi,Golden,Semi Full,5.3,Gas,Automatic,248000,Al-Ahsa,49000,8
3597,Toyota,FJ,Gulf Arabic,White,Full,4.0,Gas,Automatic,200000,Aseer,88000,6
3600,Porsche,Cayenne,Saudi,Black,Full,3.6,Gas,Automatic,277000,Jeddah,42000,12
3601,Ford,Mustang,Saudi,Red,Full,4.6,Gas,Automatic,195,Makkah,27000,14
3607,Ford,Expedition,Saudi,Grey,Semi Full,5.4,Gas,Automatic,150000,Riyadh,52000,7
3608,GMC,Yukon,Saudi,Another Color,Standard,5.5,Gas,Automatic,88000,Riyadh,145000,3
3609,Toyota,Avanza,Saudi,White,Standard,1.6,Gas,Automatic,160000,Riyadh,28000,5
3610,Chevrolet,Impala,Saudi,Blue,Full,3.6,Gas,Automatic,212000,Riyadh,64000,6
3612,Toyota,Camry,Saudi,Another Color,Standard,2.5,Gas,Automatic,376580,Jazan,28000,8
3614,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,19190,Jeddah,55000,3
3616,Nissan,Datsun,Gulf Arabic,White,Semi Full,1.6,Gas,Manual,300,Makkah,23000,8
3618,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,119000,Hail,55000,6
3620,Toyota,Camry,Saudi,Silver,Semi Full,2.4,Gas,Manual,85000,Aseer,52000,10
3621,Toyota,Land Cruiser,Saudi,White,Full,4.6,Gas,Automatic,145000,Dammam,95000,10
3622,Nissan,Sentra,Saudi,Silver,Semi Full,1.6,Gas,Automatic,78000,Riyadh,38000,3
3627,Toyota,Corolla,Saudi,Golden,Semi Full,1.6,Gas,Automatic,107000,Riyadh,39000,4
3631,Nissan,KICKS,Saudi,Grey,Semi Full,1.6,Gas,Automatic,200,Riyadh,66000,1
3633,HAVAL,H6,Saudi,Black,Semi Full,2.0,Gas,Automatic,5000,Dammam,70000,1
3634,Chevrolet,Tahoe,Saudi,Black,Standard,5.3,Gas,Automatic,400,Riyadh,35000,12
3636,Ford,Expedition,Saudi,Red,Standard,5.4,Gas,Automatic,360,Riyadh,32000,12
3638,Chevrolet,Suburban,Saudi,White,Standard,5.3,Gas,Automatic,255,Riyadh,36000,12
3641,Ford,Explorer,Saudi,Navy,Full,2.0,Gas,Automatic,40000,Qassim,90000,6
3642,Peugeot,3008,Saudi,Grey,Full,1.5,Gas,Automatic,76335,Riyadh,30000,7
3644,Chevrolet,Caprice,Saudi,White,Semi Full,6.0,Gas,Automatic,135000,Riyadh,32000,12
3646,Lexus,LS,Saudi,Another Color,Full,4.6,Gas,Automatic,103000,Khobar,170000,6
3648,Dodge,Durango,Saudi,White,Standard,3.6,Gas,Automatic,61000,Jeddah,72000,5
3651,Ford,Taurus,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,175000,Makkah,56008,5
3654,Toyota,Hilux,Saudi,White,Full,2.8,Gas,Automatic,97000,Jeddah,91000,5
3655,Mazda,6,Other,Silver,Full,2.5,Gas,Automatic,199000,Tabouk,42000,5
3656,Nissan,Datsun,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,71000,Makkah,40000,5
3661,Nissan,Sunny,Saudi,White,Semi Full,1.5,Gas,Automatic,116000,Riyadh,30000,2
3663,Toyota,Prado,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,198000,Jeddah,76000,7
3664,Chevrolet,Tahoe,Saudi,Grey,Standard,5.3,Gas,Automatic,304000,Jubail,50000,10
3671,Nissan,Navara,Other,White,Full,2.5,Gas,Automatic,19000,Jeddah,38000,6
3672,Ford,Taurus,Other,White,Semi Full,3.5,Gas,Automatic,61000,Dammam,73000,4
3673,BMW,The 3,Saudi,White,Semi Full,2.0,Gas,Automatic,156000,Riyadh,45000,8
3674,Mazda,CX5,Gulf Arabic,Silver,Standard,2.5,Gas,Automatic,110000,Riyadh,41000,7
3675,Toyota,Fortuner,Saudi,White,Semi Full,4.0,Gas,Automatic,18000,Dammam,128500,1
3678,Ford,Echo Sport,Saudi,Black,Standard,1.5,Gas,Automatic,217000,Riyadh,25000,5
3679,GMC,Sierra,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,283000,Dammam,29000,15
3681,Toyota,Yaris,Saudi,Brown,Full,1.5,Gas,Automatic,2100,Dammam,50000,1
3683,Toyota,Sequoia,Saudi,White,Full,5.7,Gas,Automatic,134000,Riyadh,90000,5
3685,Hyundai,Accent,Saudi,Grey,Standard,1.4,Gas,Automatic,77000,Jeddah,38000,2
3686,Mitsubishi,Pajero,Saudi,Brown,Standard,3.5,Gas,Automatic,264000,Khobar,38000,6
3689,Toyota,Camry,Saudi,Brown,Standard,2.5,Gas,Automatic,47000,Riyadh,67000,2
3693,Hyundai,Bus County,Saudi,Bronze,Full,3.0,Diesel,Manual,44000,Jeddah,97000,5
3695,Hyundai,Elantra,Saudi,White,Standard,2.0,Gas,Automatic,142000,Dammam,53000,1
3696,Chrysler,S300,Other,White,Semi Full,3.6,Gas,Automatic,109000,Dammam,74000,6
3697,Ford,Ranger,Saudi,White,Full,2.2,Gas,Manual,168000,Riyadh,24000,10
3700,Mazda,3,Saudi,Grey,Standard,2.0,Gas,Automatic,101000,Al-Medina,44000,2
3701,GMC,Sierra,Saudi,Red,Semi Full,5.3,Gas,Automatic,205000,Riyadh,98000,5
3702,Changan,Alsvin,Saudi,White,Standard,1.4,Gas,Automatic,41600,Riyadh,28000,1
3704,Toyota,Aurion,Saudi,White,Standard,1.0,Gas,Automatic,245,Makkah,55000,7
3705,Fiat,500,Saudi,Another Color,Full,1.4,Gas,Automatic,17000,Dammam,70000,2
3707,Mazda,BT-50,Saudi,White,Standard,2.5,Gas,Manual,277000,Jubail,19000,11
3708,Hyundai,Accent,Saudi,White,Semi Full,1.4,Gas,Automatic,183000,Dammam,24500,4
3709,Lexus,ES,Saudi,Silver,Standard,2.5,Gas,Automatic,13500,Jazan,172500,0
3710,Ford,Taurus,Saudi,Grey,Semi Full,4.4,Gas,Automatic,10000,Al-Namas,25000,11
3712,Nissan,X-Trail,Saudi,Brown,Semi Full,2.5,Gas,Automatic,24000,Al-Medina,70000,1
3714,Kia,Rio,Saudi,Bronze,Standard,1.4,Gas,Automatic,72000,Dammam,36500,2
3715,INFINITI,QX,Saudi,Oily,Full,5.4,Gas,Automatic,205000,Riyadh,77000,9
3716,Nissan,Sunny,Saudi,Brown,Standard,1.5,Gas,Automatic,42000,Dammam,34000,2
3717,Ford,Expedition,Saudi,White,Semi Full,3.5,Gas,Automatic,109000,Riyadh,72000,5
3718,Mercedes,S,Saudi,Brown,Full,3.5,Gas,Automatic,174000,Riyadh,72000,12
3719,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,63000,Qassim,53000,3
3720,Ford,Taurus,Saudi,Red,Semi Full,3.5,Gas,Automatic,118000,Dammam,65000,5
3729,GMC,Yukon,Saudi,White,Semi Full,6.2,Gas,Automatic,360000,Jazan,22000,11
3730,Toyota,Land Cruiser,Gulf Arabic,White,Full,1.5,Gas,Automatic,310000,Riyadh,81000,11
3732,Ford,Expedition,Gulf Arabic,White,Semi Full,5.4,Gas,Automatic,204000,Riyadh,45000,7
3735,Hyundai,Accent,Saudi,Blue,Standard,1.4,Gas,Automatic,65392,Al-Ahsa,37000,2
3737,Nissan,VTC,Gulf Arabic,White,Standard,4.8,Gas,Manual,244000,Qassim,50000,7
3738,Toyota,Corolla,Other,Silver,Standard,1.6,Gas,Automatic,254000,Dammam,21000,9
3739,BMW,The 7,Saudi,Black,Semi Full,2.0,Gas,Automatic,197000,Jeddah,50000,9
3741,Renault,Fluence,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Dammam,20000,6
3745,Hyundai,Elantra,Gulf Arabic,White,Full,2.0,Gas,Automatic,140,Riyadh,38000,6
3746,Ford,Expedition,Saudi,Black,Standard,5.4,Gas,Automatic,140,Riyadh,50000,7
3750,Hyundai,Sonata,Gulf Arabic,Grey,Standard,2.4,Gas,Automatic,94000,Makkah,50000,5
3755,Mercury,Marquis,Other,Silver,Full,4.6,Gas,Automatic,171000,Riyadh,27000,13
3756,Kia,Cadenza,Saudi,Brown,Semi Full,3.3,Gas,Automatic,17000,Yanbu,95000,1
3759,Ford,Victoria,Saudi,Black,Standard,4.6,Gas,Automatic,176000,Khobar,50000,10
3766,Volkswagen,Passat,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,216000,Jeddah,22000,9
3767,Mercedes,S,Other,Grey,Semi Full,5.5,Gas,Automatic,228000,Al-Ahsa,63000,11
3771,Hummer,H2,Saudi,Blue,Full,6.2,Gas,Automatic,208,Riyadh,96000,13
3772,Chevrolet,Traverse,Other,Another Color,Standard,2.5,Gas,Automatic,320000,Riyadh,23000,10
3773,Toyota,Camry,Saudi,White,Full,2.4,Gas,Manual,360000,Makkah,19000,13
3776,Toyota,Rav4,Saudi,Black,Full,2.5,Gas,Automatic,155,Riyadh,55000,7
3785,Geely,Emgrand,Saudi,Blue,Semi Full,1.8,Gas,Automatic,70000,Riyadh,35000,2
3787,Nissan,Altima,Saudi,Brown,Semi Full,2.5,Gas,Automatic,139000,Riyadh,36000,7
3789,Toyota,Prado,Saudi,White,Semi Full,6.0,Gas,Automatic,180,Qassim,91000,5
3792,GMC,Acadia,Saudi,White,Semi Full,3.6,Gas,Automatic,298000,Aseer,75000,4
3793,Toyota,Avalon,Gulf Arabic,White,Full,3.5,Gas,Automatic,100000,Riyadh,87000,6
3794,Toyota,Land Cruiser,Gulf Arabic,White,Full,1.0,Gas,Automatic,495,Riyadh,90000,8
3797,Honda,Odyssey,Saudi,Another Color,Standard,3.5,Gas,Automatic,40000,Jeddah,100000,1
3798,Toyota,Avanza,Saudi,Blue,Standard,1.6,Gas,Automatic,217,Jeddah,37500,5
3803,Toyota,Land Cruiser,Saudi,White,Full,3.8,Gas,Automatic,60048,Jeddah,173000,3
3804,Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,180000,Jeddah,52000,7
3805,Toyota,Land Cruiser Pickup,Saudi,Another Color,Full,4.0,Gas,Manual,73000,Jeddah,103000,8
3808,Lexus,ES,Other,Grey,Full,3.5,Gas,Automatic,50000,Dammam,127000,5
3811,Hyundai,Sonata,Saudi,Grey,Semi Full,1.6,Gas,Automatic,450,Aseer,18000,10
3812,Mazda,6,Saudi,Black,Standard,2.5,Gas,Automatic,66000,Dammam,72000,2
3813,Toyota,Land Cruiser 70,Saudi,White,Semi Full,4.0,Gas,Manual,352500,Hail,58000,10
3815,Mercedes,C,Other,White,Full,2.0,Gas,Automatic,82000,Dammam,109000,6
3817,MG,5,Saudi,Black,Semi Full,1.5,Gas,Automatic,3400,Al-Baha,42000,0
3818,Toyota,Prado,Saudi,White,Semi Full,4.0,Gas,Automatic,7000,Qassim,172000,1
3819,Toyota,Land Cruiser Pickup,Gulf Arabic,Bronze,Standard,4.0,Gas,Manual,25471,Qassim,122000,4
3820,Mazda,CX9,Saudi,Grey,Full,2.5,Gas,Automatic,62000,Qassim,76000,6
3821,Toyota,FJ,Saudi,White,Full,2.7,Gas,Automatic,230000,Qassim,85000,6
3822,BMW,The 3,Saudi,Grey,Full,2.0,Gas,Automatic,96000,Dammam,90000,3
3828,Hyundai,Sonata,Saudi,White,Semi Full,2.4,Gas,Automatic,240000,Jeddah,35000,4
3829,Ford,Edge,Saudi,Silver,Standard,3.6,Gas,Automatic,197000,Riyadh,62000,5
3830,Mercedes,C,Other,Grey,Full,2.0,Gas,Automatic,186000,Makkah,108000,5
3831,Changan,Alsvin,Saudi,White,Standard,1.5,Gas,Automatic,11000,Riyadh,32500,0
3833,Hyundai,Elantra,Saudi,Another Color,Standard,2.0,Gas,Automatic,289000,Aseer,21000,9
3834,Lexus,ES,Gulf Arabic,Bronze,Semi Full,2.6,Gas,Automatic,92000,Dammam,98000,5
3835,INFINITI,FX,Gulf Arabic,Brown,Full,3.5,Gas,Automatic,170,Jazan,25000,14
3837,Chevrolet,Tahoe,Other,Black,Full,5.3,Gas,Automatic,127000,Dammam,155000,3
3840,Hyundai,H1,Saudi,White,Standard,2.4,Gas,Automatic,179767,Riyadh,52000,3
3843,Toyota,Land Cruiser,Saudi,White,Full,1.5,Gas,Automatic,360000,Riyadh,83000,11
3846,Ford,Explorer,Saudi,Black,Standard,3.5,Gas,Automatic,336000,Dammam,35000,9
3847,Lexus,ES,Other,White,Semi Full,3.5,Gas,Automatic,95000,Al-Ahsa,103000,5
3849,Land Rover,Range Rover,Other,Grey,Full,2.8,Gas,Automatic,102000,Al-Ahsa,158000,6
3850,Ford,Fusion,Other,Blue,Semi Full,1.5,Gas,Automatic,125000,Al-Ahsa,57000,3
3851,Mazda,6,Other,Black,Semi Full,2.0,Gas,Manual,172000,Al-Ahsa,45000,5
3852,Ford,Taurus,Other,Black,Standard,3.5,Gas,Automatic,118000,Dammam,73000,4
3853,Toyota,Corolla,Saudi,Grey,Standard,1.6,Gas,Automatic,28000,Riyadh,44000,4
3857,Mitsubishi,Pajero,Gulf Arabic,White,Full,3.8,Gas,Automatic,193000,Jeddah,58000,5
3858,Nissan,Datsun,Saudi,White,Standard,1.0,Gas,Manual,333000,Makkah,18000,9
3859,Hyundai,Sonata,Saudi,Grey,Semi Full,2.4,Gas,Automatic,96460,Riyadh,49000,5
3860,Toyota,Camry,Saudi,Bronze,Standard,2.5,Gas,Automatic,88000,Riyadh,70000,2
3861,Hyundai,Elantra,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,10000,Dammam,63000,1
3863,Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,309000,Al-Medina,45000,7
3864,Ford,Edge,Saudi,Black,Semi Full,3.5,Gas,Automatic,217000,Al-Ahsa,32000,8
3865,Toyota,Fortuner,Saudi,White,Semi Full,2.4,Diesel,Automatic,120000,Al-Jouf,92000,5
3868,Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,6000,Jeddah,85000,4
3869,Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,12000,Jeddah,80000,4
3870,Ford,Edge,Saudi,White,Standard,3.5,Gas,Automatic,89000,Jeddah,68000,4
3871,Hyundai,Sonata,Saudi,Grey,Standard,2.4,Gas,Automatic,72000,Jeddah,60000,2
3872,Hyundai,Elantra,Saudi,Navy,Semi Full,2.0,Gas,Automatic,55000,Jeddah,60000,2
3873,Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,139000,Jeddah,43000,4
3874,Kia,Optima,Saudi,White,Full,2.0,Gas,Automatic,240000,Jeddah,33000,6
3875,Nissan,Datsun,Saudi,White,Semi Full,2.0,Gas,Manual,130000,Jeddah,32000,6
3877,Bentley,Flying Spur,Saudi,Navy,Full,6.0,Gas,Automatic,183000,Jeddah,100000,10
3878,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,155000,Jeddah,75000,5
3879,GMC,Sierra,Saudi,Black,Semi Full,5.2,Gas,Automatic,180000,Jeddah,72000,5
3880,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,130000,Jeddah,67000,4
3881,Kia,Sportage,Saudi,Black,Standard,1.6,Gas,Automatic,46000,Jeddah,65000,2
3882,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,135000,Jeddah,61000,4
3883,Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,130000,Jeddah,55000,5
3884,Honda,Odyssey,Saudi,Another Color,Full,2.4,Gas,Automatic,100000,Jeddah,53000,6
3885,Honda,Civic,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,61000,Jeddah,45000,3
3886,Honda,Civic,Saudi,White,Semi Full,1.6,Gas,Automatic,91000,Jeddah,45000,3
3887,Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,135000,Jeddah,45000,4
3888,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,100000,Jeddah,44000,3
3889,Toyota,Corolla,Saudi,Grey,Standard,1.6,Gas,Automatic,68000,Jeddah,44000,3
3890,Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,240000,Jeddah,41000,4
3891,Nissan,Altima,Saudi,White,Standard,2.5,Gas,Automatic,88000,Jeddah,37000,4
3892,Nissan,Altima,Saudi,White,Standard,2.5,Gas,Automatic,181000,Jeddah,37000,4
3893,Kia,Cerato,Saudi,White,Semi Full,1.6,Gas,Automatic,150000,Jeddah,30000,5
3894,Kia,Cerato,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,112000,Jeddah,30000,5
3895,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,138000,Jeddah,24000,4
3896,Nissan,Sunny,Saudi,Grey,Standard,1.5,Gas,Automatic,88000,Jeddah,24000,3
3897,Nissan,Sunny,Saudi,White,Standard,1.5,Gas,Automatic,200000,Jeddah,20000,5
3900,Toyota,Prado,Saudi,White,Full,1.6,Gas,Automatic,55000,Jubail,130000,6
3903,Changan,Eado,Saudi,Red,Semi Full,1.6,Gas,Automatic,91000,Dammam,43000,1
3904,Ford,Taurus,Other,White,Full,3.5,Gas,Automatic,121000,Dammam,82000,6
